page,pageRow,drugName,company,drugCode,formPay,classEffect,kind,substituteEtc,componentCode,sourcePdf,sourcePrintedAt
1,1,건일디아제팜정2mg,건일제약,G03900021,내복약품비급여,정신신경용제,전문,,142902ATB,약품기본정보.pdf,2026-06-26
1,2,건일디아제팜정5mg,건일제약,G03900031,내복약품비급여,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
1,3,구주디아제팜주사,구주제약(주),669803820,주사약품비급여,정신신경용제,전문,,142901BIJ,약품기본정보.pdf,2026-06-26
1,4,구주디아제팜주사,구주제약,G06100141,주사약품 삭제,정신신경용제,전문,,142901BIJ,약품기본정보.pdf,2026-06-26
1,5,구주염산날부핀주사10밀리그람,구주제약(주),669800230,주사약품비급여,진통， 소,전문,,198901BIJ,약품기본정보.pdf,2026-06-26
1,6,구주염산날부핀주사10mg,구주제약,G06100121,주사약품 삭제,진통， 소,전문,,198901BIJ,약품기본정보.pdf,2026-06-26
1,7,구주염산날부핀주사20밀리그람,구주제약(주),669800240,주사약품비급여,진통， 소,전문,,198902BIJ,약품기본정보.pdf,2026-06-26
1,8,구주염산날부핀주사20mg,구주제약,G06100131,주사약품 삭제,진통， 소,전문,,198902BIJ,약품기본정보.pdf,2026-06-26
1,9,국제디에칠프로피온정(염산디에칠프국제약품공업(주),,643700110,내복약품비급여,자율신경제,전문,,551601ATB,약품기본정보.pdf,2026-06-26
1,10,국제펜터민정(염산펜터민),국제약품공업(주),643700760,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
1,11,극동디아제팜주사액,극동제약,G16000011,주사약품 삭제,정신신경용제,전문,,B0066201,약품기본정보.pdf,2026-06-26
1,12,극동펜타조신주사액,극동제약,G16000021,주사약품 삭제,진통， 소,전문,,B0155501,약품기본정보.pdf,2026-06-26
1,13,나리온정0.125MG,대광제약,G14200041,내복약품 삭제,최면진정제,전문,,A0201701,약품기본정보.pdf,2026-06-26
1,14,나리온정0.25MG,대광제약,G14200051,내복약품 삭제,최면진정제,전문,,A0201801,약품기본정보.pdf,2026-06-26
1,15,나페존주,구주제약,G16400011,주사약품 삭제,진통， 소,전문,,210502BIJ,약품기본정보.pdf,2026-06-26
1,16,나페존주(펜타조신),구주제약(주),669800560,주사약품비급여,진통， 소,전문,,210502BIJ,약품기본정보.pdf,2026-06-26
1,17,날페인주사10밀리그람(염산날부핀명문제약(주),,649800050,주사약품 삭제,진통， 소,전문,,198901BIJ,약품기본정보.pdf,2026-06-26
1,18,날페인주사10밀리그램(날부핀염산명문제약(주),,649800051,주사약품 급여,진통， 소,전문,,198930BIJ,약품기본정보.pdf,2026-06-26
1,19,날페인주사10mg,명문제약,G03700301,주사약품 삭제,진통， 소,전문,,198901BIJ,약품기본정보.pdf,2026-06-26
1,20,날페인주사20밀리그람(염산날부핀명문제약(주),,649800060,주사약품 삭제,진통， 소,전문,,198902BIJ,약품기본정보.pdf,2026-06-26
1,21,날페인주사20밀리그램(날부핀염산명문제약(주),,649800061,주사약품 삭제,진통， 소,전문,,198931BIJ,약품기본정보.pdf,2026-06-26
1,22,날페인주사20mg,명문제약,G03700311,주사약품 삭제,진통， 소,전문,,198902BIJ,약품기본정보.pdf,2026-06-26
1,23,넬슨브롬화수소산덱스트로메토르판한국넬슨제약(주),,656700270,내복약품비급여,진해거담제,전문,,142601ATB,약품기본정보.pdf,2026-06-26
1,24,노나제팜정10mg,명인제약,G01200241,내복약품비급여,정신신경용제,전문,,203002ATB,약품기본정보.pdf,2026-06-26
1,25,노나제팜정5mg,명인제약,G01200231,내복약품비급여,정신신경용제,전문,,203001ATB,약품기본정보.pdf,2026-06-26
1,26,노레팜정10밀리그람(노르다제팜),한화제약(주),651600050,내복약품비급여,정신신경용제,전문,,203002ATB,약품기본정보.pdf,2026-06-26
2,1,노레팜정5밀리그람(노르다제팜),한화제약(주),651600060,내복약품비급여,정신신경용제,전문,,203001ATB,약품기본정보.pdf,2026-06-26
2,2,노레팜정5mg,한화제약,G14800021,내복약품 삭제,정신신경용제,전문,,203001ATB,약품기본정보.pdf,2026-06-26
2,3,노브제정(염산펜터민),(주)씨트리,647300030,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
2,7,뉴젠팜알프라졸람정0.25mg,뉴젠팜,G16500031,내복약품비급여,정신신경용제,전문,,105502ATB,약품기본정보.pdf,2026-06-26
2,8,뉴젠팜알프라졸람정0.5mg,뉴젠팜,G16500041,내복약품비급여,정신신경용제,전문,,105505ATB,약품기본정보.pdf,2026-06-26
2,9,뉴젠팜페노바르비탈정,(주)뉴젠팜,646200440,내복약품비급여,최면진정제,전문,,211701ATB,약품기본정보.pdf,2026-06-26
2,10,뉴젠팜페노바르비탈정,뉴젠팜,G16500011,내복약품비급여,최면진정제,전문,,211701ATB,약품기본정보.pdf,2026-06-26
2,11,뉴폴주사(앰플)(프로포폴),건일제약(주),646800530,주사약품비급여,전신마취제,전문,,219802BIJ,약품기본정보.pdf,2026-06-26
2,12,뉴폴주사(앰플)(프로포폴),건일제약(주),646800540,주사약품비급여,전신마취제,전문,,219803BIJ,약품기본정보.pdf,2026-06-26
2,13,뉴폴주사(프로포폴),건일제약(주),646800550,주사약품 삭제,전신마취제,전문,,219804BIJ,약품기본정보.pdf,2026-06-26
2,14,뉴폴주사(프로포폴),건일제약(주),646802440,주사약품 삭제,전신마취제,전문,,219802BIJ,약품기본정보.pdf,2026-06-26
2,15,다이트린정(펜디메트라진타르타르산영일제약(주),,649400210,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
2,16,달마돔정,한국로슈,G11400021,내복약품 삭제,최면진정제,전문,,A0092301,약품기본정보.pdf,2026-06-26
2,17,달마돔정,고려제약,G17000011,내복약품 삭제,최면진정제,전문,가능,161801ATB,약품기본정보.pdf,2026-06-26
2,18,달마돔정(플루라제팜염산염)_(15mg고려제약(주),,642800250,내복약품 급여,최면진정제,전문,가능,161801ATB,약품기본정보.pdf,2026-06-26
2,19,대우디아제팜정5mg,대우약품공업,G08900021,내복약품비급여,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
2,20,대우페노바르비탈정,대우약품공업,G08900111,내복약품비급여,최면진정제,전문,,211701ATB,약품기본정보.pdf,2026-06-26
2,21,대웅디아제팜정,대웅제약,G07000021,내복약품비급여,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
2,22,대웅케타민주(케타민염산염)_(0.1,(주)대웅제약,641608231,주사약품 급여,전신마취제,전문,,179530BIJ,약품기본정보.pdf,2026-06-26
2,23,대원디아제팜정10밀리그람(수출명대원제약(주),,671800240,내복약품비급여,정신신경용제,전문,,142901ATB,약품기본정보.pdf,2026-06-26
2,24,대원디아제팜정10밀리그람(수출명대원제약(주),,671800250,내복약품비급여,정신신경용제,전문,,142901ATB,약품기본정보.pdf,2026-06-26
2,25,대원디아제팜정10mg,대원제약,G02900261,내복약품비급여,정신신경용제,전문,,142901ATB,약품기본정보.pdf,2026-06-26
2,26,대원디아제팜정2밀리그람(수출명:,대원제약(주),671800260,내복약품비급여,,전문,,142902ATB,약품기본정보.pdf,2026-06-26
3,1,대원디아제팜정2밀리그램(수출명:,대원제약(주),671800270,내복약품 급여,정신신경용제,전문,가능,142902ATB,약품기본정보.pdf,2026-06-26
3,2,대원디아제팜정2mg,대원제약,G02900131,내복약품 삭제,정신신경용제,전문,가능,142902ATB,약품기본정보.pdf,2026-06-26
3,3,대원디아제팜정5밀리그람(수출명:,대원제약(주),671800280,내복약품비급여,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
3,4,대원디아제팜정5밀리그램(수출명:,대원제약(주),671800290,내복약품비급여,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
3,5,대원디아제팜정5mg,대원제약,G02900111,내복약품비급여,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
3,6,대원디아제팜주사액,대원제약(주),671800300,주사약품비급여,정신신경용제,전문,,142903BIJ,약품기본정보.pdf,2026-06-26
3,7,대원디아제팜주사액(수출명:데팜주대원제약(주),,671800311,주사약품 삭제,정신신경용제,전문,,142930BIJ,약품기본정보.pdf,2026-06-26
3,8,대원디아제팜주사액10mg,대원제약,G02900142,주사약품 삭제,정신신경용제,전문,,142901BIJ,약품기본정보.pdf,2026-06-26
3,9,대원디아제팜주사액2밀리리터(수출대원제약(주),,671800310,주사약품 삭제,정신신경용제,전문,,142901BIJ,약품기본정보.pdf,2026-06-26
3,10,대원루미날주사200밀리그람(페노바대원제약(주),,671803711,주사약품비급여,,전문,,211831BIJ,약품기본정보.pdf,2026-06-26
3,11,대원루미날주사액(주사용페노바르대원제약(주),,671800340,주사약품 삭제,최면진정제,전문,,211830BIJ,약품기본정보.pdf,2026-06-26
3,12,대원미다졸람주15밀리그람/3밀리리대원제약(주),,671800400,주사약품비급여,최면진정제,전문,,195201BIJ,약품기본정보.pdf,2026-06-26
3,13,대원미다졸람주15mg/3ml,대원제약,C01000271,주사약품 삭제,최면진정제,전문,,195201BIJ,약품기본정보.pdf,2026-06-26
3,14,대원미다졸람주5밀리그람/5밀리리대원제약(주),,671800410,주사약품비급여,최면진정제,전문,,195202BIJ,약품기본정보.pdf,2026-06-26
3,15,대원미다졸람주5mg/5ml,대원제약,C01000261,주사약품 삭제,최면진정제,전문,,195202BIJ,약품기본정보.pdf,2026-06-26
3,16,대원알프라졸람정0.25mg,대원제약,G02900191,내복약품 삭제,정신신경용제,전문,,105502ATB,약품기본정보.pdf,2026-06-26
3,17,대원알프라졸람정0.5밀리그람(수출대원제약(주),,671800610,내복약품비급여,정신신경용제,전문,,105505ATB,약품기본정보.pdf,2026-06-26
3,18,대원알프라졸람정0.5mg,대원제약,G02900201,내복약품비급여,정신신경용제,전문,,105505ATB,약품기본정보.pdf,2026-06-26
3,19,대원염산날부핀주사액10밀리그람(수대원제약(주),,671800630,주사약품 삭제,진통， 소,전문,,198901BIJ,약품기본정보.pdf,2026-06-26
3,20,대원염산날부핀주사액10밀리그람(수대원제약(주),,671800631,주사약품 삭제,진통， 소,전문,,198930BIJ,약품기본정보.pdf,2026-06-26
3,21,대원염산날부핀주사액10밀리그람(수대원제약(주),,671800640,주사약품비급여,,전문,,198930BIJ,약품기본정보.pdf,2026-06-26
3,22,대원염산날부핀주사액10mg,대원제약,G01000230,주사약품 삭제,진통， 소,전문,,198901BIJ,약품기본정보.pdf,2026-06-26
3,23,대원페노바르비탈정,대원제약,G02900011,내복약품 삭제,최면진정제,전문,가능,211701ATB,약품기본정보.pdf,2026-06-26
3,24,대원페노바르비탈정(수출명:바르탈대원제약(주),,671801010,내복약품 삭제,최면진정제,전문,가능,211701ATB,약품기본정보.pdf,2026-06-26
3,25,대원페노바르비탈정100밀리그람,대원제약(주),671801020,내복약품비급여,,전문,,211704ATB,약품기본정보.pdf,2026-06-26
3,26,대원페노바르비탈정25밀리그람(수출대원제약(주),,671803880,내복약품비급여,최면진정제,전문,,211703ATB,약품기본정보.pdf,2026-06-26
4,1,대원펜타조신정,대원제약,G02900081,내복약품비급여,진통， 소,전문,,210503ATB,약품기본정보.pdf,2026-06-26
4,2,대원펜타조신정(염산펜타조신),대원제약(주),671801040,내복약품비급여,진통， 소,전문,,210503ATB,약품기본정보.pdf,2026-06-26
4,3,대원펜타조신주,대원제약,G02900071,주사약품 삭제,진통， 소,전문,,210502BIJ,약품기본정보.pdf,2026-06-26
4,4,대원펜타조신주사액,대원제약(주),671801050,주사약품비급여,진통， 소,전문,,210502BIJ,약품기본정보.pdf,2026-06-26
4,5,대한루미날주10%,대한약품공업,G06300051,주사약품 삭제,최면진정제,전문,,211801BIJ,약품기본정보.pdf,2026-06-26
4,6,대한루미날주10%(주사용페노바르비대한약품공업(주),,645100520,주사약품 삭제,최면진정제,전문,,211801BIJ,약품기본정보.pdf,2026-06-26
4,7,대한페노바르비탈정15mg,대한약품공업,G01600051,내복약품 삭제,최면진정제,전문,,211702ATB,약품기본정보.pdf,2026-06-26
4,8,대한페노바르비탈정30mg,대한약품공업,G01600061,내복약품비급여,최면진정제,전문,,211701ATB,약품기본정보.pdf,2026-06-26
4,9,대화노브제정(펜터민염산염)_(37.5대화제약(주),,645603900,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
4,10,데파스정,종근당,G00100181,내복약품 삭제,정신신경용제,전문,가능,156502ATB,약품기본정보.pdf,2026-06-26
4,11,데파스정0.25밀리그램(에티졸람)_,(주)종근당,643300300,내복약품 급여,정신신경용제,전문,가능,156503ATB,약품기본정보.pdf,2026-06-26
4,12,데파스정0.25mg,종근당,C00400041,내복약품 삭제,정신신경용제,전문,가능,156503ATB,약품기본정보.pdf,2026-06-26
4,13,데파스정0.5밀리그람(에티졸람)_(0(주)종근당,,643300310,내복약품 급여,정신신경용제,전문,,156502ATB,약품기본정보.pdf,2026-06-26
4,14,데파스정1밀리그람(에티졸람)_(1mg(주)종근당,,643300320,내복약품 급여,정신신경용제,전문,,156501ATB,약품기본정보.pdf,2026-06-26
4,15,데파스정1mg,종근당,G00100191,내복약품 삭제,정신신경용제,전문,가능,156501ATB,약품기본정보.pdf,2026-06-26
4,18,도미졸정10밀리그램(졸피뎀타르타르(주)한독휴먼헬스,,682900010,내복약품비급여,최면진정제,전문,,250501ATB,약품기본정보.pdf,2026-06-26
4,19,도미컴정7.5밀리그람(미다졸람),(주)한국로슈,645000020,내복약품 삭제,최면진정제,전문,,195301ATB,약품기본정보.pdf,2026-06-26
4,20,도미컴정7.5mg,한국로슈,G11400111,내복약품 삭제,최면진정제,전문,,195301ATB,약품기본정보.pdf,2026-06-26
4,21,도미컴정7.5mg,한국로슈,M00140031,내복약품 삭제,최면진정제,전문,가능,195301ATB,약품기본정보.pdf,2026-06-26
4,22,도미컴주15밀리그람/3밀리리터(미(주)한국로슈,,645000030,주사약품 삭제,최면진정제,전문,,195201BIJ,약품기본정보.pdf,2026-06-26
4,23,도미컴주15MG,한국로슈,G11400101,주사약품 삭제,최면진정제,전문,,B0136301,약품기본정보.pdf,2026-06-26
4,24,도미컴주15mg/3ml,한국로슈,T00290011,주사약품 삭제,최면진정제,전문,,195201BIJ,약품기본정보.pdf,2026-06-26
4,25,도미컴주50mg,한국로슈,G11400121,주사약품 삭제,최면진정제,전문,,195203BIJ,약품기본정보.pdf,2026-06-26
4,26,도미컴주5밀리그람/5밀리리터(미다(주)한국로슈,,645000040,주사약품 삭제,최면진정제,전문,,195202BIJ,약품기본정보.pdf,2026-06-26
5,1,도미컴주5MG,한국로슈,G11400131,주사약품 삭제,최면진정제,전문,,B0221801,약품기본정보.pdf,2026-06-26
5,2,도미컴주5mg/5ml,한국로슈,T00290021,주사약품 삭제,최면진정제,전문,,195202BIJ,약품기본정보.pdf,2026-06-26
5,3,동광 주사용치오펜탈엠주사 500mg,동광제약,G07100051,주사약품 삭제,전신마취제,전문,,313500BIJ,약품기본정보.pdf,2026-06-26
5,4,동광염산날부핀주10밀리그람,동광제약(주),645900790,주사약품비급여,진통， 소,전문,,198901BIJ,약품기본정보.pdf,2026-06-26
5,5,동광염산날부핀주10mg,동광제약,G02000051,주사약품 삭제,진통， 소,전문,,198901BIJ,약품기본정보.pdf,2026-06-26
5,6,동광염산날부핀주20밀리그람,동광제약(주),645900800,주사약품비급여,진통， 소,전문,,198902BIJ,약품기본정보.pdf,2026-06-26
5,7,동광염산날부핀주20mg,동광제약,G02000061,주사약품 삭제,진통， 소,전문,,198902BIJ,약품기본정보.pdf,2026-06-26
5,8,동광주사용치오펜탈엠주사500밀리그동광제약(주),,645900960,주사약품비급여,전신마취제,전문,,313500BIJ,약품기본정보.pdf,2026-06-26
5,9,동광프로포폴주,동광제약(주),645901050,주사약품비급여,전신마취제,전문,,219803BIJ,약품기본정보.pdf,2026-06-26
5,10,동신치오펜톤나트륨주,동신제약,G14600031,주사약품 삭제,전신마취제,전문,,313500BIJ,약품기본정보.pdf,2026-06-26
5,11,동아트랑센주20밀리그람(클로라제핀동아제약(주),,642501220,주사약품비급여,정신신경용제,전문,,137103BIJ,약품기본정보.pdf,2026-06-26
5,12,동아트랑센주20MG,동아제약,G00300071,주사약품 삭제,정신신경용제,전문,,B0058201,약품기본정보.pdf,2026-06-26
5,13,동아트랑센주50밀리그람(클로라제핀동아제약(주),,642501230,주사약품비급여,정신신경용제,전문,,137104BIJ,약품기본정보.pdf,2026-06-26
5,14,동아트랑센주50MG,동아제약,G00300081,주사약품 삭제,정신신경용제,전문,,B0058301,약품기본정보.pdf,2026-06-26
5,15,동아트랑센캅셀10mg,동아제약,G00300061,내복약품 삭제,정신신경용제,전문,가능,137101ACH,약품기본정보.pdf,2026-06-26
5,16,동아트랑센캅셀5mg,동아제약,G00300051,내복약품 삭제,정신신경용제,전문,가능,137102ACH,약품기본정보.pdf,2026-06-26
5,17,동아트랑센캡슐10밀리그램(클로라제동아에스티(주),,642501240,내복약품 삭제,정신신경용제,전문,가능,137101ACH,약품기본정보.pdf,2026-06-26
5,18,동아트랑센캡슐5밀리그램(클로라제동아에스티(주),,642501250,내복약품 삭제,정신신경용제,전문,가능,137102ACH,약품기본정보.pdf,2026-06-26
5,19,동양디아제팜정5MG,동양제약,G11200021,내복약품 삭제,정신신경용제,전문,,A0066101,약품기본정보.pdf,2026-06-26
5,20,디아진주(디아제팜)(동물용),대한뉴팜(주),669900880,주사약품비급여,정신신경용제,전문,,142903BIJ,약품기본정보.pdf,2026-06-26
5,21,디에타민정(수출명:DIETOP)(염산펜(주)대웅제약,,641601110,내복약품비급여,,전문,,552701ATB,약품기본정보.pdf,2026-06-26
5,22,디에타민정(염산펜터민)_(37.5mg/,(주)대웅제약,641601120,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
5,23,디에트정(펜디메트라진타르타르산(주)제이알피,,658200200,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
5,24,디펠정100밀리그램,대원제약(주),671801230,내복약품비급여,항전간제,전문,,146801ATB,약품기본정보.pdf,2026-06-26
5,25,디펠정100mg,대원제약,G02900121,내복약품비급여,항전간제,전문,,146801ATB,약품기본정보.pdf,2026-06-26
6,2,디피온정(디에틸프로피온염산염)_,(주)바이넥스,643100130,내복약품비급여,자율신경제,전문,,551601ATB,약품기본정보.pdf,2026-06-26
6,3,디피정,하나제약,G00500061,내복약품 삭제,항전간제,전문,,251600ATB,약품기본정보.pdf,2026-06-26
6,4,라이트진정(주석산펜디메트라진)_,(주)한국비엠아이,654800080,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
6,5,라제반정0.5밀리그람(로라제팜),명문제약(주),649800360,내복약품비급여,정신신경용제,전문,,185504ATB,약품기본정보.pdf,2026-06-26
6,6,라제반정0.5mg,명문제약,G03700191,내복약품비급여,정신신경용제,전문,,185504ATB,약품기본정보.pdf,2026-06-26
6,7,라제반정0.5MG,명문제약,G15100131,내복약품 삭제,정신신경용제,전문,,A0122501,약품기본정보.pdf,2026-06-26
6,8,라제반정1밀리그람(로라제팜),명문제약(주),649800370,내복약품비급여,정신신경용제,전문,,185501ATB,약품기본정보.pdf,2026-06-26
6,9,라제반정1mg,명문제약,G03700201,내복약품비급여,정신신경용제,전문,,185501ATB,약품기본정보.pdf,2026-06-26
6,10,라제반정1MG,명문제약,G15100141,내복약품 삭제,정신신경용제,전문,,A0122201,약품기본정보.pdf,2026-06-26
6,11,라제반정2밀리그람(로라제팜),명문제약(주),649800380,내복약품비급여,정신신경용제,전문,,185503ATB,약품기본정보.pdf,2026-06-26
6,12,라제반정2mg,명문제약,G03700181,내복약품비급여,정신신경용제,전문,,185503ATB,약품기본정보.pdf,2026-06-26
6,13,라제반정2MG,명문제약,G15100121,내복약품 삭제,정신신경용제,전문,,A0122301,약품기본정보.pdf,2026-06-26
6,14,라제팜정,환인제약,G01000221,내복약품 삭제,최면진정제,전문,가능,160601ATB,약품기본정보.pdf,2026-06-26
6,15,라제팜정(플루니트라제팜)_(1mg/1정환인제약(주),,657200130,내복약품 급여,최면진정제,전문,가능,160601ATB,약품기본정보.pdf,2026-06-26
6,16,라크젠캅셀,대화제약,G05100021,내복약품비급여,정신신경용제,전문,,137101ACH,약품기본정보.pdf,2026-06-26
6,17,러미라정,(주)한국로슈,645000680,내복약품비급여,진해거담제,전문,,142601ATB,약품기본정보.pdf,2026-06-26
6,18,러미라정,한국로슈,G03000071,내복약품 삭제,진해거담제,전문,,142601ATB,약품기본정보.pdf,2026-06-26
6,19,레노씬정(디에틸프로피온염산염)_,명문제약(주),649800420,내복약품비급여,자율신경제,전문,,551601ATB,약품기본정보.pdf,2026-06-26
6,20,레놀판주사,한림제약,G12700051,주사약품 삭제,진통， 소,전문,,120202BIJ,약품기본정보.pdf,2026-06-26
6,21,레놀판주사(염산부프레노르핀)(수출한림제약(주),,645300300,주사약품 삭제,진통， 소,전문,,120202BIJ,약품기본정보.pdf,2026-06-26
6,22,레놀판주사(염산부프레노르핀)(수출한림제약(주),,645300301,주사약품 삭제,진통， 소,전문,,120230BIJ,약품기본정보.pdf,2026-06-26
6,23,레놀판주사0.2mg,한림제약,G12700061,주사약품 삭제,진통， 소,전문,,120201BIJ,약품기본정보.pdf,2026-06-26
6,24,레디펜정(펜터민염산염)_(37.5mg/,명문제약(주),649800430,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
6,25,레스타스정,삼아약품,G02300051,내복약품 삭제,정신신경용제,전문,,410201ATB,약품기본정보.pdf,2026-06-26
6,26,레스타스정(플루토프라제팜),삼아제약(주),645700270,내복약품비급여,정신신경용제,전문,,410201ATB,약품기본정보.pdf,2026-06-26
7,1,레스피렌시럽 5밀리그람/밀리리터한화제약(주),,651602020,내복약품비급여,진해거담제,전문,,250402ASY,약품기본정보.pdf,2026-06-26
7,2,레스피렌시럽 5밀리그람/밀리리터한화제약(주),,651602021,내복약품비급여,,전문,,250403ASY,약품기본정보.pdf,2026-06-26
7,3,레스피렌시럽5밀리그람/밀리리터(,아주약품(주),654000160,내복약품 삭제,진해거담제,전문,,250402ASY,약품기본정보.pdf,2026-06-26
7,4,레스피렌시럽5mg/ml,건일제약,G03900141,내복약품 삭제,진해거담제,전문,,250402ASY,약품기본정보.pdf,2026-06-26
7,5,레스피렌시럽5mg/ml,아주약품공업,G09900021,내복약품 삭제,진해거담제,전문,,250402ASY,약품기본정보.pdf,2026-06-26
7,6,레스피렌정,건일제약,G03900131,내복약품 삭제,진해거담제,전문,,250401ATB,약품기본정보.pdf,2026-06-26
7,7,레스피렌정,아주약품공업,G09900011,내복약품 삭제,진해거담제,전문,가능,250401ATB,약품기본정보.pdf,2026-06-26
7,8,레스피렌정 37.5밀리그람(지페프롤아주약품(주),,654000170,내복약품 삭제,진해거담제,전문,,250401ATB,약품기본정보.pdf,2026-06-26
7,9,레티스정(펜터민염산염)_(37.5mg/,(주)제이알피,658200310,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
7,10,레피온정(디에틸프로피온염산염)_,콜마파마(주),698003160,내복약품비급여,,전문,,551601ATB,약품기본정보.pdf,2026-06-26
7,11,렉토팜정3밀리그람(브로마제팜),(주)한국로슈,645000060,내복약품 삭제,정신신경용제,전문,,118501ATB,약품기본정보.pdf,2026-06-26
7,12,렉토팜정3mg,한국로슈,G11400031,내복약품 삭제,정신신경용제,전문,,118501ATB,약품기본정보.pdf,2026-06-26
7,13,렉토팜정3mg,한국로슈,M00140041,내복약품 삭제,정신신경용제,전문,가능,118501ATB,약품기본정보.pdf,2026-06-26
7,16,로라반정0.5밀리그램(로라제팜)_(0환인제약(주),,657200180,내복약품 급여,정신신경용제,전문,,185504ATB,약품기본정보.pdf,2026-06-26
